"subj_idx","AffValue","response","rt"
0,"pos",1,0.61677450001298
0,"pos",1,0.864825000011479
0,"pos",1,0.63382340001408
0,"pos",1,0.450141700013774
0,"pos",1,0.646662900006049
0,"neg",1,0.59382320001896
0,"neg",1,0.601233900000807
0,"neg",1,1.43373010000505
0,"neg",1,0.783209100016393
0,"neg",1,0.479094500013161
0,"pos",1,1.3975602999999
0,"pos",1,0.772841600017273
0,"pos",1,0.711116400008905
0,"pos",1,0.667279500019504
0,"pos",1,0.480203800005256
0,"neg",1,1.28138290002244
0,"neg",1,0.546051500015892
0,"neg",1,0.602809300020454
0,"neg",1,0.727758500011987
0,"neg",1,1.299485800002
0,"neg",1,0.568716800014954
0,"neg",1,0.99936770000204
0,"pos",0,0.484255400006077
0,"pos",1,0.792313500016462
0,"pos",1,0.536070800008019
0,"pos",1,0.549430100014433
0,"pos",1,0.670322400008445
0,"pos",1,1.12938660001964
0,"pos",1,1.26728450001974
0,"neg",1,1.1678421000106
0,"neg",1,1.00467239999853
0,"pos",1,0.639684900001157
0,"pos",1,0.599873500017566
0,"pos",1,2.32227260000946
0,"pos",1,0.680186400015373
0,"pos",1,0.591239100001985
0,"pos",1,0.82159550000506
0,"pos",1,1.09787460001826
0,"neg",1,0.713816500006942
0,"neg",1,0.535481400002027
0,"neg",1,0.65848460001871
0,"neg",1,0.901090800020029
0,"neg",1,0.701071600007708
0,"pos",1,0.619271200004732
0,"pos",1,0.912069400015753
0,"pos",1,1.13951270001417
0,"pos",1,1.13749910000479
0,"neg",1,0.504842100010137
0,"neg",1,0.631297700005234
0,"neg",1,0.669088599999668
0,"neg",1,0.607194400014123
0,"neg",1,0.531834100009291
0,"neg",1,0.69300060000387
0,"neg",1,0.985038000013446
0,"neg",1,0.52964070001326
0,"pos",1,0.640509400007431
0,"pos",1,0.750329100003
0,"pos",0,1.10851700001513
0,"pos",1,0.513398400013102
0,"neg",1,0.610539100016467
0,"pos",1,0.641793700007838
0,"neg",1,0.64380930000334
0,"neg",1,0.623327300010715
0,"neg",1,0.661516700012726
0,"neg",1,0.945350599999074
0,"pos",1,0.603817300012452
0,"pos",1,0.784038600002532
0,"pos",1,0.503026000005775
0,"pos",1,0.498221200003172
0,"pos",1,0.599459400007618
0,"pos",1,0.5653544000088
0,"pos",1,0.609749400013243
0,"pos",1,1.50524540001061
0,"pos",1,0.615807500013034
0,"pos",1,0.724974199998542
0,"pos",1,0.58617370002321
0,"pos",1,0.590743000007933
0,"pos",1,0.848717000000761
0,"pos",1,0.71016720001353
0,"pos",1,0.643923800002085
0,"pos",1,0.61149250001472
0,"pos",1,0.689821000021766
0,"pos",1,0.667355100013083
0,"pos",1,0.628923900003429
0,"pos",1,0.65151490001881
0,"pos",1,0.658459600017522
0,"pos",1,0.596678000001702
1,"neg",1,0.465114800001174
1,"pos",1,0.681888700000854
1,"pos",1,0.568863099997543
1,"pos",1,0.654415400000289
1,"pos",1,0.604941800000233
1,"pos",1,0.514102599998296
1,"neg",1,0.405825100002403
1,"neg",1,0.610617499998625
1,"neg",1,0.648820599999453
1,"pos",1,0.676879800001188
1,"pos",1,0.658066299998609
1,"pos",0,0.44139290000021
1,"pos",1,0.516857800001162
1,"neg",1,0.595363899999938
1,"pos",1,0.578610799999296
1,"pos",0,0.65053110000008
1,"neg",1,0.54910960000052
1,"neg",1,0.40344130000085
1,"neg",1,0.562200699998357
1,"neg",1,0.593592200002604
1,"neg",1,0.493094699999347
1,"neg",1,0.62228309999773
1,"neg",1,0.572903699998278
1,"neg",1,0.476351000001159
1,"neg",1,0.567648899999767
1,"neg",1,0.452882599998702
1,"pos",1,0.630104700001539
1,"neg",1,0.548034100000223
1,"neg",1,0.624729700000898
1,"neg",1,0.588707799997792
1,"neg",1,0.526940299998387
1,"neg",1,0.491003600000113
1,"neg",1,0.590176199999405
1,"neg",1,0.555295899997873
1,"neg",1,0.479407899998478
1,"neg",1,0.532353499998862
1,"neg",1,0.450997799998731
1,"neg",1,0.473076899997977
1,"neg",1,0.456474099999468
1,"neg",1,0.576507600002515
1,"neg",1,0.471093899999687
1,"neg",1,0.623445500001253
1,"neg",1,0.577118199998949
1,"neg",1,0.955052200002683
1,"neg",1,0.589798199998768
1,"neg",1,0.618995100001484
1,"neg",1,0.677702599998156
1,"neg",1,0.521137199997611
1,"neg",1,0.427598599999328
1,"pos",1,0.527614399998129
1,"pos",1,0.581657300001098
1,"pos",1,0.507704799998464
1,"pos",1,0.488693399998738
1,"neg",1,0.42420409999977
1,"neg",1,0.536138200001005
1,"neg",1,0.68602699999974
1,"neg",1,0.533489999997983
1,"neg",1,0.53380709999692
1,"pos",1,0.440676499998517
1,"pos",1,0.498114100002567
1,"pos",1,0.495497299998533
1,"pos",1,0.731360300000233
1,"pos",1,0.635859199999686
1,"pos",1,0.544166300001962
1,"pos",1,0.72687230000156
1,"neg",1,0.496959299998707
1,"neg",1,0.491540300001361
1,"neg",1,0.556325400000787
1,"neg",1,0.718951200000447
1,"pos",1,0.616147000000637
1,"pos",1,0.459921699999541
1,"pos",1,0.523271800000657
1,"pos",1,0.467818400000397
1,"pos",1,0.551776599997538
1,"pos",1,0.696782200000598
1,"pos",0,0.511629799999355
1,"neg",1,0.20970760000273
1,"neg",1,0.522518599998875
1,"neg",1,0.52529929999946
1,"neg",1,0.543972100000246
1,"pos",1,0.441833999997471
1,"pos",1,0.673084000001836
1,"pos",1,0.564355300000898
1,"pos",1,0.535856100003002
1,"pos",1,0.478020300000935
1,"pos",1,0.562265299999126
1,"pos",1,0.546280900001875
1,"pos",1,1.45643700000073
1,"neg",1,0.536669200002507
1,"neg",1,0.518020100000285
1,"neg",1,0.662969900000462
1,"neg",1,0.517011399999319
1,"pos",1,0.592908999999054
1,"pos",1,0.505425700001069
1,"pos",1,0.52922480000052
1,"pos",1,0.472039800002676
1,"pos",1,0.732257199997548
1,"pos",1,0.488297899999452
1,"pos",1,0.740561799997522
1,"pos",1,0.556736900001852
1,"pos",1,0.643212399998447
1,"pos",1,0.673819899999216
1,"neg",1,0.678573799999867
1,"pos",1,0.499375200000941
1,"pos",1,0.465407799998502
1,"pos",0,0.418142000002263
1,"pos",1,0.599055299997417
1,"neg",1,0.759185000002617
1,"neg",1,0.545454499999323
1,"neg",1,0.749444900000526
1,"pos",1,0.583582200000819
1,"pos",1,0.621233600002597
1,"pos",0,0.631954000000405
1,"pos",1,0.511321900001349
1,"pos",1,0.650232699998014
1,"pos",1,0.48370100000102
1,"neg",1,0.538813900002424
1,"pos",1,0.481102900001133
1,"neg",1,0.543364900000597
1,"neg",1,0.448739199997362
1,"pos",1,0.522525000000314
1,"pos",1,0.615730000001349
1,"pos",1,0.499229199998808
1,"pos",1,0.46918899999946
1,"pos",1,0.741034200000286
1,"neg",1,0.48847079999905
1,"neg",1,0.548827999999048
1,"neg",1,0.643365699997958
1,"pos",1,0.499256900002365
1,"pos",1,0.604735299999447
1,"neg",1,0.790477200000169
1,"neg",1,0.515529500000412
1,"pos",1,0.537956899999699
1,"neg",1,0.671521500000381
1,"pos",1,0.70318540000153
1,"pos",1,0.599831800001994
1,"neg",1,0.439227400001982
1,"pos",1,0.378701499997987
1,"neg",1,0.480025900000328
1,"neg",1,0.530733700001292
1,"neg",1,0.623241600002075
1,"pos",1,0.455245500001183
1,"pos",1,0.568991799998912
1,"pos",1,0.885073099998408
1,"pos",0,0.344254499999806
1,"neg",0,0.382461999997759
1,"pos",1,0.453128600001946
1,"neg",1,0.507517999998527
1,"neg",1,0.47383279999849
1,"pos",1,0.631968300000153
1,"neg",1,0.603502399997524
1,"neg",1,0.679246399999101
1,"neg",1,0.574022200002219
1,"pos",1,0.44422730000224
1,"neg",1,0.397638500002358
1,"pos",1,0.84526029999688
1,"neg",1,0.535511199999746
10,"neg",0,0.41357489998336
10,"neg",1,0.69095209997613
10,"neg",1,0.600596799980849
10,"neg",1,0.675937599997269
10,"neg",1,0.679967299976852
10,"pos",1,0.568090099986875
10,"neg",1,0.5782985999831
10,"pos",1,0.54401979999966
10,"pos",1,0.611644800024806
10,"neg",1,0.526933600020129
10,"neg",1,0.560215300007258
10,"neg",1,0.971235399978468
10,"neg",1,0.679661400004989
10,"neg",1,0.87756810002611
10,"neg",1,0.51391809998313
10,"pos",1,0.434530500002438
10,"neg",1,0.531472900009248
10,"pos",1,0.941800100001274
10,"neg",1,0.618862900009844
10,"neg",1,0.608938999997918
10,"neg",1,0.655313900002511
10,"pos",1,0.530494100006763
10,"pos",1,0.447014799981844
10,"pos",1,0.543414299987489
10,"pos",1,0.683665299991844
10,"pos",1,0.478496299998369
10,"neg",1,0.52579029998742
10,"neg",1,0.635328000003938
10,"neg",1,0.543858799996087
10,"neg",1,0.445334300020477
10,"neg",1,0.599963399989065
10,"neg",1,0.49841539998306
10,"neg",1,0.724549699982163
10,"neg",1,1.80571139999665
10,"pos",1,0.671104900015052
10,"pos",1,0.601322600006824
10,"pos",1,0.469504800013965
10,"pos",1,0.608802600007039
10,"pos",1,0.665084500011289
10,"pos",1,0.545491600001696
10,"pos",1,0.48379319999367
10,"pos",1,0.516485200001625
10,"neg",1,0.590363299997989
10,"neg",0,0.465690200013341
10,"neg",1,0.615671400009887
10,"pos",1,0.449067300010938
10,"pos",1,0.557953000010457
10,"pos",1,0.535412800003542
10,"pos",1,0.504604899993865
10,"pos",1,0.436389700014843
10,"pos",1,0.609249699977227
10,"pos",1,0.526368699996965
10,"pos",1,0.453037300001597
10,"pos",1,0.56756709999172
10,"neg",1,0.643408200005069
10,"pos",1,0.48963170000934
10,"pos",1,0.483351799979573
10,"pos",1,0.522496799996588
10,"pos",1,0.591840799985221
10,"pos",1,0.450714100006735
10,"pos",1,0.659710100007942
10,"pos",1,0.453214899986051
10,"pos",1,1.30852769999183
10,"pos",1,0.835492999991402
10,"pos",1,0.592857100011315
10,"pos",1,0.512421899999026
10,"pos",1,0.575834100018255
10,"pos",1,0.570597699988866
10,"neg",1,0.557126600004267
10,"neg",1,0.919933199998923
10,"pos",1,0.559221400006209
10,"pos",1,1.1128558999917
10,"pos",1,0.521602799999528
10,"neg",1,0.550786999985576
10,"neg",1,0.668153000005987
10,"neg",1,0.45367429999169
10,"pos",1,0.448630800005049
10,"pos",1,0.524349400016945
10,"pos",1,0.492280400008895
10,"pos",1,0.599750800000038
10,"pos",1,0.528450000012526
10,"pos",1,0.587517200008733
10,"pos",1,0.522131499979878
10,"pos",1,0.512714699987555
10,"pos",1,0.481495199986966
10,"pos",1,0.60934970001108
10,"pos",1,0.524585700011812
10,"pos",1,0.528740300011123
10,"pos",0,1.1479986999766
10,"pos",1,0.468490200000815
10,"pos",1,0.509742900001584
10,"pos",1,0.437376699992456
10,"pos",1,0.472218500013696
10,"pos",1,0.529405100009171
10,"pos",1,0.557431600027485
10,"pos",1,0.881242499977816
10,"pos",1,0.446897399990121
10,"pos",1,0.462518299988005
10,"pos",1,0.618419500009622
10,"pos",1,0.56209459999809
10,"pos",1,0.618144899985055
10,"neg",1,0.538594299985562
10,"neg",1,0.707598699984374
10,"neg",1,0.592558600008488
10,"neg",1,0.872486200009007
10,"neg",1,0.626976700004889
10,"neg",1,0.548798300005728
10,"pos",1,0.713393300015014
10,"neg",1,0.643340200011153
10,"neg",1,0.533409099996788
10,"neg",1,0.524585900013335
10,"neg",1,0.666249299974879
10,"neg",1,0.532429100014269
10,"pos",1,0.414690900011919
10,"pos",1,0.451511599996593
10,"pos",1,0.537265299994033
10,"pos",1,0.594634000008227
10,"pos",1,0.819365499977721
10,"neg",1,0.731849500007229
10,"neg",1,0.500291300006211
10,"neg",1,0.504316000005929
10,"neg",1,1.36034470002051
10,"pos",1,1.28628289999324
10,"neg",1,0.527104799984954
10,"neg",1,0.802401100023417
10,"neg",1,0.640836100006709
10,"neg",1,0.629615299985744
10,"neg",1,0.552909399993951
10,"neg",1,0.643745199980913
10,"neg",1,0.583989200007636
10,"neg",1,0.711280799994711
10,"neg",1,0.518772799987346
10,"neg",1,0.630549299996346
10,"pos",1,0.566973000008147
10,"pos",1,0.973971100000199
10,"neg",1,0.615593099995749
10,"pos",1,0.483038900012616
10,"pos",1,0.381876200000988
10,"pos",1,0.609785800013924
10,"neg",1,0.613859199977014
10,"neg",1,1.0974189999979
10,"neg",1,0.884632800007239
10,"neg",1,1.12870430000476
10,"neg",1,0.705800799973076
10,"neg",1,0.779624499991769
10,"neg",1,0.513814000005368
10,"neg",1,0.64264400000684
10,"neg",1,0.477359500015154
10,"neg",1,0.557468799990602
10,"neg",1,0.749788399989484
10,"neg",1,0.609543200000189
10,"neg",1,0.654488000000129
10,"neg",1,0.397151700017275
10,"neg",1,0.54154059998109
10,"neg",1,0.627229000005173
10,"neg",1,0.789332700020168
10,"neg",1,0.528203299996676
10,"neg",1,0.598159700020915
10,"neg",1,0.551521499990486
11,"neg",1,0.743452900002012
11,"neg",1,0.606001200001629
11,"neg",1,0.759787300001335
11,"neg",1,0.551415100002487
11,"neg",1,0.611920599996665
11,"neg",1,0.584736200002226
11,"neg",1,0.653554700002132
11,"neg",1,0.680818000000727
11,"neg",1,0.713852099997894
11,"neg",1,0.576264799998171
11,"neg",1,0.60209340000074
11,"neg",1,0.633081799998763
11,"neg",1,0.861636599998747
11,"neg",1,0.665090300000884
11,"neg",1,0.621109600000636
11,"neg",1,0.754317499999161
11,"neg",1,0.701571899997361
11,"neg",1,0.641059600002336
11,"neg",1,0.633125799999107
11,"neg",1,0.640253099998517
11,"neg",1,0.593239599998924
11,"neg",1,0.795660799998586
11,"neg",1,0.707305899999483
11,"neg",1,0.708036100000754
11,"neg",1,0.619690499999706
11,"neg",1,1.03529879999769
11,"neg",1,0.594753100001981
11,"neg",1,0.88609969999743
11,"neg",1,0.737137600001006
11,"neg",1,0.621636700001545
11,"pos",1,0.49208930000168
11,"pos",1,0.615398400001141
11,"neg",1,0.61613490000309
11,"neg",1,0.676641999998537
11,"neg",1,0.580526599998848
11,"neg",1,0.600240399999166
11,"neg",1,0.63051970000015
11,"neg",1,0.826991599999019
11,"neg",1,0.580915900001855
11,"neg",1,0.598461099998531
11,"neg",1,0.617617900003097
11,"neg",1,0.667587599997205
11,"neg",1,0.541937200003304
11,"neg",1,0.729866599998786
11,"neg",1,0.657462099999975
11,"neg",1,0.592179499999475
11,"neg",1,0.522786300000007
11,"neg",1,0.685003500002495
11,"neg",1,0.646627199999784
11,"neg",1,0.671092399999907
11,"neg",1,0.588416400001734
11,"neg",1,0.5928408999971
11,"neg",1,0.559140699999261
11,"neg",1,0.518927400000393
11,"neg",1,0.811951399999089
11,"neg",1,0.68264519999866
11,"neg",1,0.590561599998182
11,"neg",1,1.070165000001
11,"neg",1,0.60862360000101
11,"neg",1,0.715195299999323
11,"neg",1,0.589878499999031
11,"neg",1,0.913897700000234
11,"neg",1,0.624690999997256
11,"neg",1,0.587741200000892
11,"neg",1,0.653178500000649
11,"neg",1,0.589567299997725
11,"neg",1,0.626833099999203
11,"neg",1,0.776232600001094
11,"neg",1,0.518193699997937
11,"neg",1,0.629170300002443
11,"neg",1,0.662946399999782
11,"neg",1,0.769961099998909
11,"pos",1,0.489350199997716
11,"pos",1,0.555288199997449
11,"pos",1,0.80892269999822
11,"neg",1,0.649373899999773
11,"pos",1,0.558125699997618
11,"pos",1,0.542210899999191
11,"pos",1,0.556070200000249
11,"pos",1,0.576599899999565
11,"pos",1,0.807114999999612
11,"pos",1,0.797927200001141
11,"pos",1,0.579663299999083
11,"pos",1,0.566982899999857
11,"pos",1,0.559019000000262
11,"pos",1,0.848981600000116
11,"pos",1,0.496800500000973
11,"pos",1,0.542219300001307
11,"pos",1,0.574275099999795
11,"pos",1,0.591838299998926
11,"pos",1,0.600791599998047
11,"pos",1,0.481172699997842
11,"pos",1,0.504192100001092
11,"pos",1,0.519169399998646
11,"pos",1,0.516064600000391
11,"neg",1,0.553133600002184
11,"neg",1,0.590168800001265
11,"neg",1,0.772342200001731
11,"neg",1,0.872802999998385
11,"pos",1,0.467224899999565
11,"neg",1,0.546987400000944
11,"pos",1,0.712045299998863
11,"pos",1,0.658622499999183
11,"pos",1,0.678566100003081
11,"pos",1,0.535502599999745
11,"pos",1,0.552180099999532
11,"pos",1,0.518558799998573
11,"pos",1,0.528441599999496
11,"pos",1,0.566328100001556
11,"pos",1,0.606964599999628
11,"pos",1,0.757713800001511
11,"pos",1,0.587637599997834
11,"pos",1,0.568729599999642
11,"pos",1,0.633299500001158
11,"neg",1,0.667023599999084
11,"neg",1,0.54549169999882
11,"neg",1,0.591466899997613
11,"neg",1,0.692431399998895
11,"pos",1,0.571920800000953
11,"pos",1,0.578014700000494
11,"pos",1,0.479775700001483
11,"pos",1,0.555201300001499
11,"pos",1,0.50456000000122
11,"pos",1,0.513869300000806
11,"pos",1,0.564453400002094
11,"pos",1,0.506553999999596
11,"pos",1,0.534531000001152
11,"pos",1,0.57966640000086
11,"pos",1,0.464508600001864
11,"pos",1,0.63292630000069
11,"pos",1,0.649831599999743
11,"pos",1,0.592094800002087
11,"pos",1,0.692792800000461
11,"pos",1,0.555982300000323
11,"pos",1,0.605687700000999
11,"pos",1,0.876228799999808
11,"pos",1,0.591214600000967
11,"pos",1,0.574617000002036
11,"pos",1,0.597909800002526
11,"pos",1,0.51967650000006
11,"pos",1,0.621506700001191
11,"pos",1,0.495325200001389
11,"pos",1,0.534171799998148
11,"pos",1,0.406034400002682
11,"pos",1,0.544728100001521
11,"pos",1,0.579261999999289
11,"pos",1,0.587311900002533
11,"pos",1,0.54889319999711
11,"pos",1,0.59345089999988
11,"pos",1,0.594977499997185
11,"pos",1,0.637605699997948
11,"pos",1,0.4546119000006
11,"pos",1,0.564626300001692
11,"pos",1,0.53209760000027
11,"pos",1,0.551468300000124
11,"pos",1,0.819338000001153
11,"pos",1,0.593094600000768
12,"neg",1,0.711163500000112
12,"pos",1,0.832971200000429
12,"pos",1,1.04410890000054
12,"neg",1,1.19812889999957
12,"pos",1,1.08174340000005
12,"pos",1,0.718678199999886
12,"pos",1,0.754175000000032
12,"pos",1,1.43450310000026
12,"pos",1,0.797700000000077
12,"neg",1,0.677395299999262
12,"pos",1,0.692304000000149
12,"pos",1,0.657379199999923
12,"pos",1,0.776063799999974
12,"pos",1,0.89882420000049
12,"pos",1,0.813471899999968
12,"pos",1,0.795595700000376
12,"pos",1,1.04757890000019
12,"pos",1,0.866998399999829
12,"pos",1,0.835888100000375
12,"pos",1,1.01396770000065
12,"pos",1,0.676160099999834
12,"pos",1,0.60182210000039
12,"pos",1,0.829509099999996
12,"pos",1,1.15324849999979
12,"pos",1,0.605750300000182
12,"pos",1,0.909799699999894
12,"pos",1,0.712779699999373
12,"neg",1,0.962748699999793
12,"neg",1,0.69276870000067
12,"neg",1,0.677119899999525
12,"neg",1,1.01842869999928
12,"pos",1,1.42344740000044
12,"pos",1,1.61965419999979
12,"pos",1,0.860802000000149
12,"pos",1,0.755610000000161
12,"neg",1,0.859026699999959
12,"pos",1,0.570470200000273
12,"pos",1,0.729456300000493
12,"neg",1,0.8066859999999
12,"neg",1,1.23189639999964
12,"neg",1,0.756760000000213
12,"neg",1,0.72984870000073
12,"neg",1,0.642672400000265
12,"neg",1,0.729190000000017
12,"neg",1,0.597284100000252
12,"neg",1,0.607224899999892
12,"neg",1,1.06256839999969
12,"neg",1,0.717034100000092
12,"neg",1,0.639020000000528
12,"neg",1,0.968653699999777
12,"neg",1,1.98738039999989
12,"neg",1,0.976795300000049
12,"neg",1,0.798812800000633
12,"neg",1,0.702600200000234
12,"neg",1,0.595396300000175
12,"neg",1,0.851503699999739
12,"neg",1,0.692710600000282
12,"neg",1,0.75696919999973
12,"pos",1,0.680765699999938
12,"pos",1,0.675129600000218
12,"pos",1,0.609109300000455
12,"pos",1,0.580765700000484
12,"neg",1,1.5375027
12,"neg",1,0.58905279999999
12,"neg",1,0.915919799999756
12,"neg",1,0.620579100000214
12,"neg",1,0.709046800000579
12,"neg",1,0.66785610000079
12,"neg",1,0.705468600000131
12,"neg",1,0.712970899999164
12,"pos",1,0.923243400000501
12,"pos",1,0.802084900000409
12,"pos",1,0.730282099999386
12,"neg",1,0.699960299999475
12,"neg",1,0.705157899999904
12,"neg",1,0.65972950000014
12,"neg",1,0.782495499999641
12,"pos",1,0.746619099999407
12,"pos",1,0.869077699999252
12,"pos",1,0.708092599999873
12,"pos",1,1.42672480000056
12,"neg",1,0.715103800000179
12,"neg",1,0.699533699999847
12,"neg",1,0.760637200000019
12,"neg",1,0.699958400000014
12,"neg",1,0.783515600000101
12,"neg",1,0.661116199999924
12,"neg",1,0.624005099999522
12,"neg",1,0.734135400000014
12,"neg",1,0.569110100000216
12,"neg",1,0.797864000000118
12,"neg",1,1.59214749999956
12,"neg",1,0.696525800000018
12,"neg",1,1.13291000000027
12,"neg",1,1.3955047999998
12,"pos",1,0.798955199999909
12,"pos",1,0.795877200000177
12,"pos",1,0.711864799999603
12,"neg",1,0.814586700000291
12,"neg",1,0.684549100000368
12,"neg",1,0.59561930000018
12,"neg",1,0.64096359999985
12,"neg",1,0.612412499999664
12,"neg",1,0.84393639999962
12,"neg",1,0.649914800000261
12,"pos",1,0.644137900000715
12,"pos",1,0.694361699999718
12,"pos",1,0.676867199999833
12,"neg",1,1.04782189999969
12,"neg",1,0.89155860000028
12,"neg",1,0.610366599999907
12,"neg",1,0.831710500000554
12,"pos",1,0.757840199999919
12,"pos",1,0.575582599999507
12,"neg",1,1.09057059999941
12,"neg",1,0.649232300000222
12,"neg",1,0.626890500000627
12,"neg",1,0.726151299999401
12,"pos",1,0.739037700000154
12,"pos",1,0.696585900000173
12,"pos",1,0.858847400000741
12,"pos",1,1.99453569999969
12,"pos",1,1.09622930000023
12,"pos",1,0.681024200000138
12,"pos",1,0.66373350000049
12,"neg",1,0.672472699999162
12,"neg",1,0.715982099999565
12,"pos",1,0.645627199999581
12,"pos",1,0.971529200000077
12,"pos",1,0.69027079999978
12,"pos",1,1.23098420000042
12,"pos",1,0.631170499999826
12,"pos",1,0.626191600000311
12,"pos",1,0.640669699999307
12,"neg",1,0.921410699999797
12,"neg",1,1.0091994000004
12,"pos",1,0.797170599999845
12,"neg",1,0.854607599999326
12,"pos",1,0.848993200000223
12,"pos",1,0.513239699999758
12,"pos",1,1.18628440000066
12,"neg",1,0.718151399999442
12,"neg",1,0.629393799999889
12,"pos",1,0.962576500000068
12,"pos",1,0.695613400000184
12,"neg",1,0.641154599999936
12,"pos",1,0.879004799999166
12,"pos",1,0.731032500000765
12,"pos",1,0.67008209999949
12,"pos",1,1.01122010000017
12,"pos",1,1.13519720000022
12,"pos",1,0.641793100000541
12,"pos",1,0.764966900000218
12,"pos",1,0.612769200000002
12,"pos",1,0.76463909999984
12,"pos",1,0.658795899999859
12,"pos",1,0.698864599999979
13,"neg",1,0.7195542999998
13,"neg",1,1.50860880000073
13,"neg",1,0.725828299999193
13,"neg",1,0.690423399999418
13,"neg",1,1.19672870000068
13,"neg",1,1.1475692999993
13,"neg",1,1.28229590000046
13,"neg",1,0.79528510000091
13,"neg",1,0.291594700000132
13,"neg",1,1.11640009999974
13,"neg",1,1.0261260999996
13,"pos",1,0.687725499999942
13,"neg",1,0.709667099999933
13,"neg",1,0.690963399998509
13,"neg",1,0.778839799999332
13,"neg",1,0.809691899999962
13,"neg",1,1.30996939999932
13,"neg",1,1.87417939999978
13,"neg",1,0.700976699999956
13,"neg",1,0.760291500000676
13,"neg",1,0.594341300000451
13,"neg",1,1.53481389999979
13,"neg",1,0.914090199999919
13,"neg",1,0.973616200000833
13,"neg",1,1.37396889999945
13,"neg",1,0.817636699999639
13,"neg",1,0.638838099999703
13,"neg",1,0.649298500000441
13,"neg",0,1.2910639999991
13,"neg",1,0.718397900000127
13,"pos",1,1.25182150000001
13,"pos",1,0.66739459999917
13,"neg",1,0.729071699999622
13,"neg",1,1.04899239999941
13,"pos",1,0.771818000001076
13,"pos",0,0.770509199999651
13,"pos",1,0.721840500000326
13,"neg",1,0.584917199999836
13,"neg",1,0.650182999999743
13,"pos",1,0.778755999999703
13,"pos",1,0.673827000000529
13,"pos",1,0.977565399998639
13,"pos",1,1.12829599999895
13,"pos",1,0.69978059999994
13,"pos",1,0.760013499999332
13,"pos",1,0.609624000000622
13,"pos",1,0.795461899999282
13,"pos",1,0.853710500001398
13,"pos",1,0.580854899999395
13,"pos",1,1.02682060000006
13,"pos",1,0.896984500001054
13,"pos",1,0.894097999998849
13,"pos",1,0.7449016999999
13,"pos",1,0.579337600000144
13,"pos",1,2.06843599999956
13,"pos",1,1.71709509999891
13,"pos",1,1.22820470000079
13,"pos",1,0.825102599999809
13,"pos",1,0.606738200000109
13,"neg",1,1.33322000000044
13,"pos",1,0.77298250000058
13,"pos",1,0.668035299999246
13,"neg",1,0.858852100000149
13,"neg",1,1.1225056000003
13,"neg",1,0.937210800000685
13,"neg",1,1.48209870000028
13,"neg",0,1.43637529999978
13,"neg",0,0.871267900000021
13,"neg",1,0.507644999999684
13,"neg",1,0.660001000000193
13,"neg",1,0.689786099999765
13,"pos",1,1.1504393999985
13,"pos",1,0.527406299999711
13,"pos",1,0.930998899999395
13,"pos",1,1.32594379999864
13,"pos",1,0.5183038999985
13,"pos",1,2.28431819999969
13,"neg",1,1.46789070000159
13,"neg",1,1.42801949999921
13,"pos",0,0.955823900001633
13,"pos",1,0.768983899999512
13,"pos",1,0.652562900000703
13,"pos",1,0.73630200000116
