target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,text.started,text.stopped,blank.started,blank.stopped,respFlanker.keys,respFlanker.corr,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,respFlanker.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate,
G7,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,a,1,0.8883403999999473,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
a6,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,l,1,1.9022624000000405,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
4h,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,l,1,0.47951899999998204,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
6A,1,1,A,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,a,1,0.7681092999999919,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
4H,1,2,H,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,a,1,0.6716202999999723,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
3H,2,1,3.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,a,1,1.149362799999949,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
a9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,a,1,1.2533944999998994,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
E7,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,a,1,0.842721900000015,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
6h,1,2,h,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,l,1,0.556761100000017,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
8A,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,l,1,1.2210368999999446,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
f5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,a,1,0.7980245999999624,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
2a,1,1,a,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,l,1,0.8944554000000835,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
F7,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,a,1,1.2092104999999265,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
h2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,l,1,1.136919300000045,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
F5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,a,1,0.7183795000000828,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
A9,1,1,A,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,a,1,0.9683193999999276,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
3e,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,l,1,0.5774854000000005,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
f8,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,l,1,0.8666252000000441,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
G2,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,l,1,0.8894896000000472,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
F2,1,1,F,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,a,1,0.9720790000000079,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
5e,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,l,1,0.5905529000000342,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
A3,2,1,3.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,a,1,0.8988676999999825,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
4g,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,l,1,0.7048561000000291,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
h7,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,l,1,0.7366427000000613,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
3g,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,l,1,0.3663984000000937,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
8a,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,l,1,1.0089210000001003,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
4E,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,l,1,0.5259131999999909,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
E5,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,a,1,0.5567475000000286,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
g6,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,l,1,0.4338408999999501,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
2e,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,l,1,0.7947358000000122,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
h8,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,l,1,0.9087369999999737,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
G6,1,1,G,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,a,1,0.6747707000000673,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
a4,1,2,a,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,l,1,1.062939799999981,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
9H,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,a,1,1.8371389000000136,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
7H,2,2,7.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,a,1,0.558037000000013,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
9f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,l,1,1.3494459000000916,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
8E,1,2,E,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,a,1,0.5614140000000134,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
A2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,l,1,0.6663391000000729,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
H7,2,2,7.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,a,1,0.5396181000000979,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
h9,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,l,1,1.1576166999999487,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
8G,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,a,1,0.8640665000000354,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
H4,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,l,1,1.0203139000000192,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
A8,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,l,1,0.4671945999999707,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
g7,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,l,1,1.0512923,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
H9,1,2,H,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,a,1,0.5955804000000171,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
9E,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,a,1,1.4257078000000547,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
a5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,a,1,1.6035576000000447,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
3E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,l,0,2.4089380000000347,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
6f,1,2,f,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,l,1,1.0367387999999664,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
g8,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,l,1,2.857453699999951,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
4F,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,l,1,1.1887936000000536,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
4a,1,1,a,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,l,1,1.4002795000000106,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
e3,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,l,1,2.9760206000000835,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
5g,2,1,5.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,l,0,1.974643100000094,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
f4,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,l,1,1.0503709000000754,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
6E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,a,1,2.662708700000053,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
7A,1,2,A,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,a,1,0.4410093000000188,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
F4,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,l,1,0.9390412000000197,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
2g,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,l,1,0.9540832000000137,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
7E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,a,1,1.0796841999999742,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
G4,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,a,1,3.056438699999944,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
2F,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,a,0,0.7568674999999985,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
E9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,a,1,2.0865724000000228,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
5f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,l,1,2.684096199999999,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
e7,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,l,1,0.7672270000000481,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
f2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,l,1,0.9101718999999093,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
G9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,a,1,1.1372367999999824,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
7g,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,l,1,1.1470566000000417,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
F8,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,a,1,1.4605205999999953,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
A7,2,1,7.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,a,1,2.2276067999999896,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
4G,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,l,1,0.6295642000000043,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
g2,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,l,1,1.2268324000000348,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
g4,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,l,1,1.0697145999999975,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
7a,2,1,7.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,a,1,0.9721335000000408,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
8e,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,l,1,0.5952306000000362,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
h4,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,l,1,1.5241344999999455,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
G8,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,a,1,1.9400011000000177,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
6F,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,l,1,1.1163000999999895,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
g5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,a,1,0.7449075999999195,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
G5,1,1,G,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,a,1,1.50578239999993,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
h5,1,2,h,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,l,1,0.672133199999962,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
9G,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,a,1,1.408590600000025,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
F3,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,a,1,0.5933543999999529,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,,,,,,,,,,,,505.9304702,None,504.74581270000004,505.94701289999995,None,0,爽朗,k,1,1.45328870000003,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,7,,,,,,,,,,,,510.83032180000004,None,509.6470019,510.84699589999997,a,1,怀疑,l,1,0.6970505000000458,1.117933999999991,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,514.6136721,None,513.4303605,514.6303897,a,1,慌忙,l,1,0.7242546999999604,0.8644721000000573,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,6,,,,,,,,,,,,518.2803428,None,517.0976757000001,518.2969688000001,s,1,瑰丽,k,1,0.7042205999999851,0.5602169000000004,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,5,,,,,,,,,,,,521.5470987000001,None,520.3636578,521.5636454,s,1,罚款,l,1,0.7308014999999841,0.5272004999999353,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,3,,,,,,,,,,,,524.6637619,None,523.4803575999999,524.6804274000001,s,1,杂乱,l,1,0.7834454999999707,0.6643635000000359,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,0,,,,,,,,,,,,527.9804336,None,526.7970444,527.9971372,s,1,秀丽,k,1,0.6470963999998958,0.6169052000000192,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,2,,,,,,,,,,,,531.2970517000001,None,530.1136802000001,531.3136898,a,1,富丽,k,1,0.6478546000000733,0.45142310000005637,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,2,,,,,,,,,,,,544.1303829999999,None,542.9407514,544.1470927,a,1,诚恳,k,1,0.7871107999999367,0.3967020999998567,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,3,,,,,,,,,,,,547.4137659,None,546.2303832999999,547.4304259999999,s,1,消沉,l,1,0.6410430000000815,0.5620638000000326,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,0,,,,,,,,,,,,550.5804177,None,549.3970617999998,550.5970579,a,0,富丽,k,1,0.6822955000000093,0.6547689999999875,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,7,,,,,,,,,,,,553.8969872,None,552.7137131,553.9137257999998,a,1,闷热,l,1,0.9223122000000785,0.5208236999999372,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,557.3297937999998,None,556.146348,557.3466715,a,1,享受,k,1,1.0253412000001845,0.38713810000012927,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,6,,,,,,,,,,,,560.7298185,None,559.5470410999999,560.7470587,s,1,振作,k,1,1.7836659000001873,0.5560044000001199,ljx,f,20,2024_Apr_11_0927,mian,2021.2.3,59.93629970066453,
